fecha,tienda_id,sku_id,unidades,precio_unitario,descuento_pct,precio_final,ingresos,costo_total,margen_bruto,margen_pct
2022-11-14,T09,SKU000963,9,69000,0.0,69000,621000,279000,342000,0.5507
2022-11-14,T07,SKU000353,6,83000,0.0,83000,498000,222000,276000,0.5542
2022-11-14,T09,SKU000929,14,63000,0.0,63000,882000,392000,490000,0.5556
2022-11-14,T01,SKU000035,4,45000,0.0,45000,180000,80000,100000,0.5556
2022-11-14,T03,SKU000868,1,51000,0.0,51000,51000,23000,28000,0.549
2022-11-14,T10,SKU000218,4,99000,0.0,99000,396000,176000,220000,0.5556
2022-11-14,T11,SKU000044,7,42000,0.3,29400,205800,133000,72800,0.3537
2022-11-14,T10,SKU000198,12,41000,0.0,41000,492000,216000,276000,0.561
2022-11-14,T12,SKU000857,4,63000,0.0,63000,252000,112000,140000,0.5556
2022-11-14,T06,SKU000302,11,97000,0.0,97000,1067000,484000,583000,0.5464
2022-11-14,T11,SKU000827,1,59000,0.0,59000,59000,26000,33000,0.5593
2022-11-14,T01,SKU000930,13,59000,0.3,41300,536900,338000,198900,0.3705
2022-11-14,T05,SKU001123,2,175000,0.0,175000,350000,158000,192000,0.5486
2022-11-14,T04,SKU000405,4,81000,0.0,81000,324000,144000,180000,0.5556
2022-11-14,T04,SKU000722,16,82000,0.0,82000,1312000,592000,720000,0.5488
2022-11-14,T12,SKU000712,1,90000,0.0,90000,90000,41000,49000,0.5444
2022-11-14,T07,SKU000994,1,61000,0.0,61000,61000,28000,33000,0.541
2022-11-14,T05,SKU000846,4,61000,0.0,61000,244000,112000,132000,0.541
2022-11-14,T07,SKU000147,7,41000,0.0,41000,287000,126000,161000,0.561
2022-11-14,T01,SKU000870,2,53000,0.0,53000,106000,48000,58000,0.5472
2022-11-14,T11,SKU000346,4,98000,0.0,98000,392000,176000,216000,0.551
2022-11-14,T09,SKU000156,4,47000,0.0,47000,188000,84000,104000,0.5532
2022-11-14,T08,SKU000937,9,55000,0.0,55000,495000,225000,270000,0.5455
2022-11-14,T07,SKU000142,10,42000,0.0,42000,420000,190000,230000,0.5476
2022-11-14,T10,SKU000104,1,44000,0.0,44000,44000,20000,24000,0.5455
2022-11-14,T02,SKU000108,2,47000,0.0,47000,94000,42000,52000,0.5532
2022-11-14,T11,SKU000537,4,115000,0.0,115000,460000,208000,252000,0.5478
2022-11-14,T06,SKU000936,14,58000,0.1,52200,730800,364000,366800,0.5019
2022-11-14,T04,SKU000627,4,85000,0.0,85000,340000,152000,188000,0.5529
2022-11-14,T03,SKU000966,1,67000,0.0,67000,67000,30000,37000,0.5522
2022-11-14,T08,SKU000208,1,101000,0.0,101000,101000,45000,56000,0.5545
2022-11-14,T04,SKU000702,3,78000,0.1,70200,210600,105000,105600,0.5014
2022-11-14,T03,SKU000727,15,86000,0.0,86000,1290000,585000,705000,0.5465
2022-11-14,T11,SKU000718,4,88000,0.0,88000,352000,160000,192000,0.5455
2022-11-14,T05,SKU000181,3,46000,0.0,46000,138000,63000,75000,0.5435
2022-11-14,T09,SKU000641,9,78000,0.0,78000,702000,315000,387000,0.5513
2022-11-14,T10,SKU001001,9,62000,0.2,49600,446400,252000,194400,0.4355
2022-11-14,T03,SKU001126,5,194000,0.5,97000,485000,435000,50000,0.1031
2022-11-14,T09,SKU000116,11,45000,0.0,45000,495000,220000,275000,0.5556
2022-11-14,T04,SKU000471,6,112000,0.0,112000,672000,300000,372000,0.5536
2022-11-14,T12,SKU000004,1,48000,0.0,48000,48000,22000,26000,0.5417
2022-11-14,T10,SKU000198,2,41000,0.0,41000,82000,36000,46000,0.561
2022-11-14,T04,SKU000204,8,103000,0.0,103000,824000,368000,456000,0.5534
2022-11-14,T02,SKU000574,13,137000,0.0,137000,1781000,806000,975000,0.5474
2022-11-14,T12,SKU000583,2,124000,0.0,124000,248000,112000,136000,0.5484
2022-11-14,T08,SKU000604,2,83000,0.0,83000,166000,74000,92000,0.5542
2022-11-14,T04,SKU000688,19,87000,0.1,78300,1487700,741000,746700,0.5019
2022-11-14,T03,SKU000568,3,133000,0.0,133000,399000,180000,219000,0.5489
2022-11-14,T03,SKU000579,1,125000,0.5,62500,62500,56000,6500,0.104
2022-11-14,T01,SKU000909,22,66000,0.0,66000,1452000,660000,792000,0.5455
2022-11-14,T08,SKU000436,4,72000,0.0,72000,288000,128000,160000,0.5556
2022-11-14,T11,SKU000063,1,48000,0.0,48000,48000,22000,26000,0.5417
2022-11-14,T05,SKU000553,5,131000,0.3,91700,458500,295000,163500,0.3566
2022-11-14,T05,SKU000743,10,60000,0.0,60000,600000,270000,330000,0.55
2022-11-14,T04,SKU000175,8,47000,0.0,47000,376000,168000,208000,0.5532
2022-11-14,T12,SKU000927,1,65000,0.0,65000,65000,29000,36000,0.5538
2022-11-14,T05,SKU000609,16,73000,0.0,73000,1168000,528000,640000,0.5479
2022-11-14,T12,SKU001060,2,179000,0.5,89500,179000,162000,17000,0.095
2022-11-14,T05,SKU001038,12,166000,0.5,83000,996000,900000,96000,0.0964
2022-11-14,T09,SKU000165,12,51000,0.0,51000,612000,276000,336000,0.549
2022-11-14,T11,SKU000928,1,61000,0.0,61000,61000,28000,33000,0.541
2022-11-14,T06,SKU000181,14,46000,0.2,36800,515200,294000,221200,0.4293
2022-11-14,T09,SKU000303,4,105000,0.0,105000,420000,188000,232000,0.5524
2022-11-14,T08,SKU000848,8,51000,0.1,45900,367200,184000,183200,0.4989
2022-11-14,T03,SKU000246,7,99000,0.1,89100,623700,308000,315700,0.5062
2022-11-14,T02,SKU000928,3,61000,0.0,61000,183000,84000,99000,0.541
2022-11-14,T06,SKU000408,11,85000,0.0,85000,935000,418000,517000,0.5529
2022-11-14,T02,SKU000014,6,47000,0.0,47000,282000,126000,156000,0.5532
2022-11-14,T03,SKU000079,3,46000,0.0,46000,138000,63000,75000,0.5435
2022-11-14,T03,SKU000001,5,51000,0.0,51000,255000,115000,140000,0.549
2022-11-14,T01,SKU000988,5,64000,0.0,64000,320000,145000,175000,0.5469
2022-11-14,T05,SKU000787,3,53000,0.0,53000,159000,72000,87000,0.5472
2022-11-14,T08,SKU000826,1,53000,0.0,53000,53000,24000,29000,0.5472
2022-11-14,T09,SKU000647,4,80000,0.0,80000,320000,144000,176000,0.55
2022-11-14,T07,SKU000466,14,80000,0.0,80000,1120000,504000,616000,0.55
2022-11-14,T05,SKU000495,7,122000,0.0,122000,854000,385000,469000,0.5492
2022-11-14,T08,SKU000576,4,118000,0.0,118000,472000,212000,260000,0.5508
2022-11-14,T09,SKU000708,28,84000,0.0,84000,2352000,1064000,1288000,0.5476
2022-11-14,T12,SKU000603,1,91000,0.0,91000,91000,41000,50000,0.5495
2022-11-14,T09,SKU000784,1,61000,0.0,61000,61000,28000,33000,0.541
2022-11-14,T09,SKU000398,2,83000,0.0,83000,166000,74000,92000,0.5542
2022-11-14,T11,SKU000391,2,73000,0.0,73000,146000,66000,80000,0.5479
2022-11-14,T02,SKU000749,14,52000,0.0,52000,728000,322000,406000,0.5577
2022-11-14,T03,SKU000014,11,47000,0.1,42300,465300,231000,234300,0.5035
2022-11-14,T02,SKU000109,3,50000,0.0,50000,150000,66000,84000,0.56
2022-11-14,T11,SKU000043,3,50000,0.0,50000,150000,66000,84000,0.56
2022-11-14,T11,SKU000825,2,53000,0.0,53000,106000,48000,58000,0.5472
2022-11-14,T05,SKU000358,6,72000,0.0,72000,432000,198000,234000,0.5417
2022-11-14,T12,SKU000475,3,122000,0.2,97600,292800,165000,127800,0.4365
2022-11-14,T03,SKU001099,2,183000,0.0,183000,366000,164000,202000,0.5519
2022-11-14,T09,SKU000505,4,130000,0.0,130000,520000,236000,284000,0.5462
2022-11-14,T02,SKU000835,2,58000,0.2,46400,92800,52000,40800,0.4397
2022-11-14,T05,SKU000897,9,61000,0.0,61000,549000,252000,297000,0.541
2022-11-14,T12,SKU000080,2,49000,0.5,24500,49000,44000,5000,0.102
2022-11-14,T05,SKU000494,3,130000,0.0,130000,390000,174000,216000,0.5538
2022-11-14,T05,SKU000504,8,135000,0.0,135000,1080000,488000,592000,0.5481
2022-11-14,T01,SKU000626,10,75000,0.0,75000,750000,340000,410000,0.5467
2022-11-14,T10,SKU000848,5,51000,0.2,40800,204000,115000,89000,0.4363
2022-11-14,T07,SKU000111,2,50000,0.1,45000,90000,44000,46000,0.5111
2022-11-14,T02,SKU000541,4,134000,0.0,134000,536000,240000,296000,0.5522
2022-11-14,T12,SKU000784,2,61000,0.0,61000,122000,56000,66000,0.541
2022-11-14,T02,SKU000247,15,107000,0.0,107000,1605000,720000,885000,0.5514
2022-11-14,T09,SKU000607,2,92000,0.0,92000,184000,82000,102000,0.5543
2022-11-14,T12,SKU000746,2,55000,0.0,55000,110000,50000,60000,0.5455
2022-11-14,T01,SKU001048,15,191000,0.1,171900,2578500,1290000,1288500,0.4997
2022-11-14,T09,SKU000842,4,53000,0.0,53000,212000,96000,116000,0.5472
2022-11-14,T06,SKU000694,13,78000,0.0,78000,1014000,455000,559000,0.5513
2022-11-14,T05,SKU000241,4,101000,0.0,101000,404000,180000,224000,0.5545
2022-11-14,T05,SKU000696,11,74000,0.0,74000,814000,363000,451000,0.5541
2022-11-14,T05,SKU000855,14,62000,0.0,62000,868000,392000,476000,0.5484
2022-11-14,T06,SKU000353,2,83000,0.0,83000,166000,74000,92000,0.5542
2022-11-14,T07,SKU000094,15,50000,0.0,50000,750000,345000,405000,0.54
2022-11-14,T11,SKU000053,3,48000,0.0,48000,144000,66000,78000,0.5417
2022-11-14,T09,SKU000370,4,75000,0.1,67500,270000,136000,134000,0.4963
2022-11-14,T02,SKU001118,1,164000,0.0,164000,164000,74000,90000,0.5488
2022-11-14,T04,SKU000610,19,91000,0.0,91000,1729000,779000,950000,0.5495
2022-11-14,T11,SKU000630,3,76000,0.1,68400,205200,102000,103200,0.5029
2022-11-14,T05,SKU000358,5,72000,0.0,72000,360000,165000,195000,0.5417
2022-11-14,T06,SKU000061,4,50000,0.0,50000,200000,92000,108000,0.54
2022-11-14,T07,SKU000760,9,53000,0.0,53000,477000,216000,261000,0.5472
2022-11-14,T03,SKU000776,10,61000,0.0,61000,610000,270000,340000,0.5574
2022-11-14,T03,SKU000566,3,136000,0.0,136000,408000,183000,225000,0.5515
2022-11-14,T09,SKU001070,2,191000,0.1,171900,343800,172000,171800,0.4997
2022-11-14,T09,SKU001117,8,163000,0.5,81500,652000,592000,60000,0.092
2022-11-14,T02,SKU000154,6,51000,0.0,51000,306000,138000,168000,0.549
2022-11-14,T04,SKU000479,3,124000,0.3,86800,260400,168000,92400,0.3548
2022-11-14,T04,SKU000916,7,67000,0.0,67000,469000,210000,259000,0.5522
2022-11-14,T05,SKU000278,4,86000,0.1,77400,309600,156000,153600,0.4961
2022-11-14,T02,SKU000441,1,71000,0.0,71000,71000,32000,39000,0.5493
2022-11-14,T12,SKU000616,2,82000,0.0,82000,164000,74000,90000,0.5488
2022-11-14,T11,SKU000857,3,63000,0.3,44100,132300,84000,48300,0.3651
2022-11-14,T11,SKU000155,5,45000,0.0,45000,225000,100000,125000,0.5556
2022-11-14,T04,SKU000882,3,57000,0.1,51300,153900,78000,75900,0.4932
2022-11-14,T11,SKU000804,4,54000,0.2,43200,172800,96000,76800,0.4444
2022-11-14,T03,SKU000314,7,90000,0.3,63000,441000,287000,154000,0.3492
2022-11-14,T11,SKU000594,8,86000,0.1,77400,619200,312000,307200,0.4961
2022-11-14,T06,SKU000023,6,44000,0.1,39600,237600,120000,117600,0.4949
2022-11-14,T04,SKU000648,7,81000,0.0,81000,567000,252000,315000,0.5556
2022-11-14,T01,SKU000601,2,82000,0.0,82000,164000,74000,90000,0.5488
2022-11-14,T03,SKU000881,7,51000,0.0,51000,357000,161000,196000,0.549
2022-11-14,T08,SKU000882,2,57000,0.0,57000,114000,52000,62000,0.5439
2022-11-14,T12,SKU000096,3,44000,0.0,44000,132000,60000,72000,0.5455
2022-11-14,T03,SKU000783,6,53000,0.0,53000,318000,144000,174000,0.5472
2022-11-14,T07,SKU001073,1,164000,0.0,164000,164000,74000,90000,0.5488
2022-11-14,T02,SKU000736,1,74000,0.0,74000,74000,33000,41000,0.5541
2022-11-14,T05,SKU001030,3,206000,0.0,206000,618000,279000,339000,0.5485
2022-11-14,T07,SKU001079,7,177000,0.0,177000,1239000,560000,679000,0.548
2022-11-14,T01,SKU000851,11,62000,0.0,62000,682000,308000,374000,0.5484
2022-11-14,T11,SKU000844,1,53000,0.0,53000,53000,24000,29000,0.5472
2022-11-14,T12,SKU001039,5,181000,0.0,181000,905000,405000,500000,0.5525
2022-11-14,T01,SKU000523,18,118000,0.1,106200,1911600,954000,957600,0.5009
2022-11-14,T11,SKU001098,2,174000,0.0,174000,348000,156000,192000,0.5517
2022-11-14,T08,SKU000819,2,60000,0.0,60000,120000,54000,66000,0.55
2022-11-14,T02,SKU000088,1,46000,0.1,41400,41400,21000,20400,0.4928
2022-11-14,T12,SKU000356,1,79000,0.0,79000,79000,36000,43000,0.5443
2022-11-14,T11,SKU001089,10,163000,0.0,163000,1630000,730000,900000,0.5521
2022-11-14,T04,SKU000191,9,49000,0.0,49000,441000,198000,243000,0.551
2022-11-14,T03,SKU000654,7,84000,0.1,75600,529200,266000,263200,0.4974
2022-11-14,T05,SKU001062,7,184000,0.0,184000,1288000,581000,707000,0.5489
2022-11-14,T02,SKU000665,9,81000,0.0,81000,729000,324000,405000,0.5556
2022-11-14,T06,SKU000380,2,82000,0.0,82000,164000,74000,90000,0.5488
2022-11-14,T08,SKU000037,9,48000,0.3,33600,302400,198000,104400,0.3452
2022-11-14,T05,SKU000739,1,85000,0.0,85000,85000,38000,47000,0.5529
2022-11-14,T07,SKU000952,2,61000,0.0,61000,122000,54000,68000,0.5574
2022-11-14,T05,SKU000011,1,43000,0.0,43000,43000,19000,24000,0.5581
2022-11-14,T06,SKU000334,7,95000,0.0,95000,665000,301000,364000,0.5474
2022-11-14,T09,SKU000419,4,84000,0.2,67200,268800,152000,116800,0.4345
2022-11-14,T12,SKU000238,2,88000,0.0,88000,176000,78000,98000,0.5568
2022-11-14,T11,SKU000881,7,51000,0.0,51000,357000,161000,196000,0.549
2022-11-14,T10,SKU000308,2,98000,0.0,98000,196000,88000,108000,0.551
2022-11-14,T11,SKU000581,3,114000,0.5,57000,171000,153000,18000,0.1053
2022-11-14,T01,SKU000170,1,47000,0.0,47000,47000,21000,26000,0.5532
2022-11-14,T10,SKU000594,8,86000,0.0,86000,688000,312000,376000,0.5465
2022-11-14,T09,SKU000452,1,76000,0.1,68400,68400,34000,34400,0.5029
2022-11-14,T03,SKU000522,14,134000,0.0,134000,1876000,840000,1036000,0.5522
2022-11-14,T10,SKU000941,3,57000,0.0,57000,171000,78000,93000,0.5439
2022-11-14,T03,SKU000440,4,74000,0.0,74000,296000,132000,164000,0.5541
2022-11-14,T04,SKU000147,4,41000,0.5,20500,82000,72000,10000,0.122
2022-11-14,T08,SKU000886,8,63000,0.0,63000,504000,224000,280000,0.5556
2022-11-14,T01,SKU000298,5,86000,0.0,86000,430000,195000,235000,0.5465
2022-11-14,T04,SKU000370,17,75000,0.0,75000,1275000,578000,697000,0.5467
2022-11-14,T07,SKU000809,1,56000,0.1,50400,50400,25000,25400,0.504
2022-11-14,T12,SKU000894,1,62000,0.0,62000,62000,28000,34000,0.5484
2022-11-14,T03,SKU000660,11,84000,0.0,84000,924000,418000,506000,0.5476
2022-11-14,T07,SKU000124,3,48000,0.0,48000,144000,66000,78000,0.5417
2022-11-14,T11,SKU000248,3,98000,0.0,98000,294000,132000,162000,0.551
2022-11-14,T05,SKU001122,5,174000,0.0,174000,870000,390000,480000,0.5517
2022-11-14,T10,SKU000960,4,58000,0.0,58000,232000,104000,128000,0.5517
2022-11-14,T11,SKU001130,23,166000,0.0,166000,3818000,1725000,2093000,0.5482
2022-11-14,T09,SKU000882,2,57000,0.0,57000,114000,52000,62000,0.5439
2022-11-14,T08,SKU000678,9,83000,0.1,74700,672300,333000,339300,0.5047
2022-11-14,T11,SKU000570,9,115000,0.0,115000,1035000,468000,567000,0.5478
2022-11-14,T03,SKU000480,2,120000,0.2,96000,192000,108000,84000,0.4375
2022-11-14,T12,SKU000882,1,57000,0.0,57000,57000,26000,31000,0.5439
2022-11-14,T04,SKU000469,7,86000,0.0,86000,602000,273000,329000,0.5465
2022-11-14,T07,SKU000366,3,72000,0.0,72000,216000,96000,120000,0.5556
2022-11-14,T02,SKU000758,9,58000,0.0,58000,522000,234000,288000,0.5517
2022-11-14,T10,SKU000779,4,51000,0.5,25500,102000,92000,10000,0.098
2022-11-14,T11,SKU000926,2,56000,0.0,56000,112000,50000,62000,0.5536
2022-11-14,T06,SKU000339,2,106000,0.0,106000,212000,96000,116000,0.5472
2022-11-14,T09,SKU000094,8,50000,0.0,50000,400000,184000,216000,0.54
2022-11-14,T12,SKU000355,1,75000,0.0,75000,75000,34000,41000,0.5467
2022-11-14,T09,SKU001092,2,177000,0.0,177000,354000,160000,194000,0.548
2022-11-14,T06,SKU000149,4,45000,0.3,31500,126000,80000,46000,0.3651
2022-11-14,T12,SKU000005,1,44000,0.3,30800,30800,20000,10800,0.3506
2022-11-14,T06,SKU000246,9,99000,0.1,89100,801900,396000,405900,0.5062
2022-11-14,T06,SKU000762,7,55000,0.3,38500,269500,175000,94500,0.3506
2022-11-14,T11,SKU000987,1,60000,0.0,60000,60000,27000,33000,0.55
2022-11-14,T10,SKU000647,2,80000,0.0,80000,160000,72000,88000,0.55
2022-11-14,T06,SKU000893,1,65000,0.0,65000,65000,29000,36000,0.5538
2022-11-14,T03,SKU000444,3,85000,0.0,85000,255000,114000,141000,0.5529
2022-11-14,T04,SKU000287,28,103000,0.0,103000,2884000,1288000,1596000,0.5534
2022-11-14,T06,SKU000212,19,92000,0.0,92000,1748000,779000,969000,0.5543
2022-11-14,T10,SKU001020,6,206000,0.2,164800,988800,552000,436800,0.4417
2022-11-14,T01,SKU000696,10,74000,0.0,74000,740000,330000,410000,0.5541
2022-11-14,T01,SKU000217,5,87000,0.0,87000,435000,195000,240000,0.5517
2022-11-14,T07,SKU000849,9,62000,0.0,62000,558000,252000,306000,0.5484
2022-11-14,T01,SKU000335,3,87000,0.0,87000,261000,117000,144000,0.5517
2022-11-14,T05,SKU000887,6,54000,0.0,54000,324000,144000,180000,0.5556
2022-11-14,T10,SKU000172,5,42000,0.0,42000,210000,95000,115000,0.5476
2022-11-14,T11,SKU000875,6,54000,0.0,54000,324000,144000,180000,0.5556
2022-11-14,T08,SKU000519,6,134000,0.2,107200,643200,360000,283200,0.4403
2022-11-14,T06,SKU000153,6,41000,0.0,41000,246000,108000,138000,0.561
2022-11-14,T03,SKU000487,6,120000,0.2,96000,576000,324000,252000,0.4375
2022-11-14,T02,SKU000411,5,81000,0.0,81000,405000,185000,220000,0.5432
2022-11-14,T02,SKU000311,2,93000,0.5,46500,93000,84000,9000,0.0968
2022-11-14,T04,SKU000487,10,120000,0.0,120000,1200000,540000,660000,0.55
2022-11-14,T09,SKU000500,2,112000,0.0,112000,224000,100000,124000,0.5536
2022-11-14,T09,SKU000568,1,133000,0.1,119700,119700,60000,59700,0.4987
2022-11-14,T01,SKU000092,3,45000,0.0,45000,135000,60000,75000,0.5556
2022-11-14,T05,SKU000669,3,73000,0.0,73000,219000,99000,120000,0.5479
2022-11-14,T09,SKU000493,28,118000,0.0,118000,3304000,1484000,1820000,0.5508
2022-11-14,T04,SKU001096,10,168000,0.0,168000,1680000,760000,920000,0.5476
2022-11-14,T11,SKU001101,2,202000,0.0,202000,404000,182000,222000,0.5495
2022-11-21,T12,SKU000366,13,72000,0.0,72000,936000,416000,520000,0.5556
2022-11-21,T04,SKU000886,7,63000,0.2,50400,352800,196000,156800,0.4444
2022-11-21,T05,SKU001061,2,181000,0.0,181000,362000,162000,200000,0.5525
2022-11-21,T04,SKU000297,5,106000,0.5,53000,265000,235000,30000,0.1132
2022-11-21,T01,SKU000465,5,86000,0.2,68800,344000,195000,149000,0.4331
2022-11-21,T01,SKU000847,40,63000,0.0,63000,2520000,1120000,1400000,0.5556
2022-11-21,T06,SKU000738,6,84000,0.0,84000,504000,228000,276000,0.5476
2022-11-21,T08,SKU000873,4,50000,0.3,35000,140000,92000,48000,0.3429
2022-11-21,T07,SKU000811,13,60000,0.0,60000,780000,351000,429000,0.55
2022-11-21,T04,SKU000486,3,108000,0.0,108000,324000,147000,177000,0.5463
2022-11-21,T05,SKU000399,22,83000,0.0,83000,1826000,814000,1012000,0.5542
2022-11-21,T08,SKU001076,1,195000,0.1,175500,175500,88000,87500,0.4986
2022-11-21,T06,SKU000772,12,57000,0.0,57000,684000,312000,372000,0.5439
2022-11-21,T08,SKU000914,8,65000,0.0,65000,520000,232000,288000,0.5538
2022-11-21,T06,SKU000886,4,63000,0.0,63000,252000,112000,140000,0.5556
2022-11-21,T08,SKU000519,2,134000,0.0,134000,268000,120000,148000,0.5522
2022-11-21,T12,SKU000702,2,78000,0.0,78000,156000,70000,86000,0.5513
2022-11-21,T12,SKU000347,1,96000,0.3,67200,67200,43000,24200,0.3601
2022-11-21,T04,SKU000058,2,43000,0.0,43000,86000,38000,48000,0.5581
2022-11-21,T10,SKU000658,2,81000,0.2,64800,129600,72000,57600,0.4444
2022-11-21,T02,SKU000178,2,50000,0.0,50000,100000,44000,56000,0.56
2022-11-21,T03,SKU000465,3,86000,0.0,86000,258000,117000,141000,0.5465
2022-11-21,T05,SKU001069,9,190000,0.3,133000,1197000,774000,423000,0.3534
2022-11-21,T04,SKU000190,4,47000,0.0,47000,188000,84000,104000,0.5532
2022-11-21,T05,SKU000366,11,72000,0.0,72000,792000,352000,440000,0.5556
2022-11-21,T01,SKU000193,7,43000,0.0,43000,301000,133000,168000,0.5581
2022-11-21,T01,SKU000567,5,134000,0.1,120600,603000,300000,303000,0.5025
2022-11-21,T12,SKU000294,1,94000,0.0,94000,94000,42000,52000,0.5532
2022-11-21,T02,SKU000772,4,57000,0.2,45600,182400,104000,78400,0.4298
2022-11-21,T11,SKU001011,2,171000,0.0,171000,342000,154000,188000,0.5497
2022-11-21,T02,SKU000527,3,124000,0.0,124000,372000,168000,204000,0.5484
2022-11-21,T08,SKU000149,8,45000,0.0,45000,360000,160000,200000,0.5556
2022-11-21,T10,SKU000149,2,45000,0.2,36000,72000,40000,32000,0.4444
2022-11-21,T04,SKU000251,9,87000,0.0,87000,783000,351000,432000,0.5517
2022-11-21,T06,SKU000435,7,72000,0.1,64800,453600,231000,222600,0.4907
2022-11-21,T02,SKU000214,7,89000,0.0,89000,623000,280000,343000,0.5506
2022-11-21,T01,SKU000620,2,81000,0.0,81000,162000,72000,90000,0.5556
2022-11-21,T12,SKU000035,5,45000,0.0,45000,225000,100000,125000,0.5556
2022-11-21,T07,SKU000381,3,72000,0.0,72000,216000,96000,120000,0.5556
2022-11-21,T04,SKU000772,44,57000,0.0,57000,2508000,1144000,1364000,0.5439
2022-11-21,T04,SKU000227,3,103000,0.0,103000,309000,138000,171000,0.5534
2022-11-21,T02,SKU000220,1,97000,0.0,97000,97000,44000,53000,0.5464
2022-11-21,T09,SKU000798,8,51000,0.2,40800,326400,184000,142400,0.4363
2022-11-21,T02,SKU000265,1,89000,0.0,89000,89000,40000,49000,0.5506
2022-11-21,T05,SKU000787,4,53000,0.1,47700,190800,96000,94800,0.4969
2022-11-21,T06,SKU000336,13,98000,0.3,68600,891800,572000,319800,0.3586
2022-11-21,T03,SKU000961,6,55000,0.2,44000,264000,150000,114000,0.4318
2022-11-21,T11,SKU000332,1,98000,0.1,88200,88200,44000,44200,0.5011
2022-11-21,T03,SKU000773,7,63000,0.0,63000,441000,196000,245000,0.5556
2022-11-21,T06,SKU000724,6,82000,0.0,82000,492000,222000,270000,0.5488
2022-11-21,T05,SKU000631,4,76000,0.0,76000,304000,136000,168000,0.5526
2022-11-21,T05,SKU000706,2,84000,0.0,84000,168000,76000,92000,0.5476
2022-11-21,T05,SKU001067,2,200000,0.1,180000,360000,180000,180000,0.5
2022-11-21,T09,SKU000980,1,65000,0.1,58500,58500,29000,29500,0.5043
2022-11-21,T08,SKU000688,4,87000,0.2,69600,278400,156000,122400,0.4397
2022-11-21,T04,SKU000442,2,82000,0.0,82000,164000,74000,90000,0.5488
2022-11-21,T06,SKU000611,24,90000,0.0,90000,2160000,960000,1200000,0.5556
2022-11-21,T05,SKU000437,5,77000,0.3,53900,269500,175000,94500,0.3506
2022-11-21,T11,SKU000959,3,61000,0.0,61000,183000,81000,102000,0.5574
2022-11-21,T06,SKU000902,11,63000,0.0,63000,693000,308000,385000,0.5556
2022-11-21,T11,SKU000801,3,53000,0.2,42400,127200,72000,55200,0.434
2022-11-21,T08,SKU000171,3,51000,0.0,51000,153000,69000,84000,0.549
2022-11-21,T06,SKU000310,3,98000,0.0,98000,294000,132000,162000,0.551
2022-11-21,T06,SKU000979,7,57000,0.0,57000,399000,182000,217000,0.5439
2022-11-21,T02,SKU000352,14,81000,0.2,64800,907200,504000,403200,0.4444
2022-11-21,T07,SKU000860,6,61000,0.0,61000,366000,162000,204000,0.5574
2022-11-21,T12,SKU000996,1,65000,0.5,32500,32500,29000,3500,0.1077
2022-11-21,T12,SKU000141,3,48000,0.2,38400,115200,66000,49200,0.4271
2022-11-21,T03,SKU000746,41,55000,0.0,55000,2255000,1025000,1230000,0.5455
2022-11-21,T12,SKU000221,1,94000,0.0,94000,94000,43000,51000,0.5426
2022-11-21,T12,SKU000743,1,60000,0.0,60000,60000,27000,33000,0.55
2022-11-21,T07,SKU000840,3,55000,0.0,55000,165000,75000,90000,0.5455
2022-11-21,T12,SKU000113,2,42000,0.1,37800,75600,38000,37600,0.4974
2022-11-21,T05,SKU001072,15,165000,0.0,165000,2475000,1110000,1365000,0.5515
2022-11-21,T04,SKU001108,11,186000,0.1,167400,1841400,924000,917400,0.4982
2022-11-21,T10,SKU000676,5,84000,0.0,84000,420000,190000,230000,0.5476
2022-11-21,T12,SKU000173,1,51000,0.0,51000,51000,23000,28000,0.549
2022-11-21,T01,SKU000145,21,43000,0.2,34400,722400,399000,323400,0.4477
2022-11-21,T12,SKU000762,1,55000,0.0,55000,55000,25000,30000,0.5455
2022-11-21,T08,SKU000545,1,116000,0.0,116000,116000,52000,64000,0.5517
2022-11-21,T02,SKU000321,5,109000,0.3,76300,381500,245000,136500,0.3578
2022-11-21,T10,SKU000706,3,84000,0.0,84000,252000,114000,138000,0.5476
2022-11-21,T08,SKU000126,12,47000,0.0,47000,564000,252000,312000,0.5532
2022-11-21,T07,SKU000912,2,67000,0.2,53600,107200,60000,47200,0.4403
2022-11-21,T03,SKU000675,1,78000,0.0,78000,78000,35000,43000,0.5513
2022-11-21,T11,SKU000683,2,77000,0.3,53900,107800,70000,37800,0.3506
2022-11-21,T07,SKU001017,6,164000,0.3,114800,688800,444000,244800,0.3554
2022-11-21,T01,SKU001099,11,183000,0.3,128100,1409100,902000,507100,0.3599
2022-11-21,T05,SKU000216,8,99000,0.1,89100,712800,360000,352800,0.4949
2022-11-21,T02,SKU000743,2,60000,0.0,60000,120000,54000,66000,0.55
2022-11-21,T02,SKU000237,7,105000,0.0,105000,735000,329000,406000,0.5524
2022-11-21,T03,SKU000096,1,44000,0.0,44000,44000,20000,24000,0.5455
2022-11-21,T07,SKU000912,1,67000,0.0,67000,67000,30000,37000,0.5522
2022-11-21,T02,SKU000072,13,47000,0.0,47000,611000,273000,338000,0.5532
2022-11-21,T04,SKU000918,17,60000,0.3,42000,714000,459000,255000,0.3571
2022-11-21,T04,SKU000952,2,61000,0.0,61000,122000,54000,68000,0.5574
2022-11-21,T01,SKU000052,3,43000,0.2,34400,103200,57000,46200,0.4477
